pin,slack
SID_BRIDGE_0/reg.state_RNILOO6[12]:B,8440
SID_BRIDGE_0/reg.state_RNILOO6[12]:Y,8440
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/actable_shift[11]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/actable_shift[11]:CLK,10496
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/actable_shift[11]:D,8008
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/actable_shift[11]:Q,10496
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/PREGATEDHADDR[24]:A,349
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/PREGATEDHADDR[24]:B,-1215
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/PREGATEDHADDR[24]:C,525
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/PREGATEDHADDR[24]:Y,-1215
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/SA_1_RNO[9]:A,10103
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/SA_1_RNO[9]:B,11592
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/SA_1_RNO[9]:C,11395
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/SA_1_RNO[9]:Y,10103
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_58_1_i:A,1839
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_58_1_i:B,562
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_58_1_i:C,4655
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_58_1_i:D,3559
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_58_1_i:Y,562
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_fifo_first_read_RNIHRP82:A,9378
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_fifo_first_read_RNIHRP82:B,8212
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_fifo_first_read_RNIHRP82:C,8150
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_fifo_first_read_RNIHRP82:D,6911
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_fifo_first_read_RNIHRP82:Y,6911
SID_BRIDGE_0/reg.sid_addr[1]:CLK,
SID_BRIDGE_0/reg.sid_addr[1]:D,4908
SID_BRIDGE_0/reg.sid_addr[1]:EN,4673
SID_BRIDGE_0/reg.sid_addr[1]:Q,
SID_BRIDGE_0/reg.sid_addr[1]:SLn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_0/FF_6:IPENn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/empty_RNICVAP7:A,9271
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/empty_RNICVAP7:B,1161
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/empty_RNICVAP7:C,10060
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/empty_RNICVAP7:D,9036
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/empty_RNICVAP7:Y,1161
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_ahb_RNO[15]:A,8870
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_ahb_RNO[15]:B,11654
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_ahb_RNO[15]:Y,8870
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2[18]:A,10530
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2[18]:B,9299
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2[18]:C,7901
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2[18]:D,7721
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2[18]:Y,7721
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read36:A,9054
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read36:B,7949
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read36:C,8957
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read36:D,8808
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read36:Y,7949
SID_BRIDGE_0/GEN_BIDUF.2.BIBUF_X/U0/U_IOINFF:A,
SID_BRIDGE_0/GEN_BIDUF.2.BIBUF_X/U0/U_IOINFF:Y,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_1/FF_23:IPENn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/un1_HREADY_AHB213_172_i:A,7639
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/un1_HREADY_AHB213_172_i:B,11059
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/un1_HREADY_AHB213_172_i:C,9722
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/un1_HREADY_AHB213_172_i:Y,7639
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_47_0_i_1:A,5960
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_47_0_i_1:B,4655
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_47_0_i_1:C,10393
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_47_0_i_1:Y,4655
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr_d[12]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr_d[12]:CLK,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr_d[12]:D,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr_d[12]:Q,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/wrPtr_s1[3]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/wrPtr_s1[3]:CLK,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/wrPtr_s1[3]:D,12737
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/wrPtr_s1[3]:Q,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/wrPtr_s1[3]:SLn,12252
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/un5_timer_s_15:B,10389
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/un5_timer_s_15:FCI,10133
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/un5_timer_s_15:S,10133
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[20]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[20]:CLK,10393
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[20]:D,4884
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[20]:EN,2848
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[20]:Q,10393
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[20]:SLn,1274
SID_BRIDGE_0/reg.sid_clk_cntr[2]:CLK,8901
SID_BRIDGE_0/reg.sid_clk_cntr[2]:D,8928
SID_BRIDGE_0/reg.sid_clk_cntr[2]:Q,8901
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/genblk1.ram/mem_mem_0_0/CFG_1:IPC,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m208_m1_e:A,8178
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m208_m1_e:B,7891
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m208_m1_e:C,7584
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m208_m1_e:D,552
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m208_m1_e:Y,552
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/wshift_4_1[1]:A,11620
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/wshift_4_1[1]:B,11654
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/wshift_4_1[1]:C,10314
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/wshift_4_1[1]:D,11392
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/wshift_4_1[1]:Y,10314
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:IPA,
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:IPB,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m177_s:A,5640
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m177_s:B,6505
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m177_s:Y,5640
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift_56_m2[8]:A,9185
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift_56_m2[8]:B,8131
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift_56_m2[8]:C,10496
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift_56_m2[8]:Y,8131
SID_BRIDGE_0/reg.state[12]:CLK,8440
SID_BRIDGE_0/reg.state[12]:D,3572
SID_BRIDGE_0/reg.state[12]:Q,8440
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_3_0_I_21:A,10438
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_3_0_I_21:B,10406
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_3_0_I_21:C,10357
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_3_0_I_21:D,9987
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_3_0_I_21:FCI,9930
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_3_0_I_21:FCO,9930
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_105:IPA,
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_105:IPB,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/rc_shift_28[7]:A,11506
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/rc_shift_28[7]:B,11623
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/rc_shift_28[7]:Y,11506
SID_PLAYER_sb_0/CORERESETP_0/MSS_HPMS_READY_int_RNIUCRC/U0_RGB1:An,
SID_PLAYER_sb_0/CORERESETP_0/MSS_HPMS_READY_int_RNIUCRC/U0_RGB1:YL,10895
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m147:A,9140
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m147:B,9075
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m147:Y,9075
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m276:A,7910
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m276:B,7834
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m276:C,6695
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m276:D,7591
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m276:Y,6695
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_107:IPB,
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNISF2L:A,11501
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNISF2L:B,8791
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNISF2L:C,7689
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNISF2L:Y,7689
SID_PLAYER_sb_0/CCC_0/CCC_INST/IP_INTERFACE_14:IPA,
SID_PLAYER_sb_0/CCC_0/CCC_INST/IP_INTERFACE_14:IPB,
SID_PLAYER_sb_0/CCC_0/CCC_INST/IP_INTERFACE_14:IPC,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m261:A,9292
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m261:B,9191
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m261:C,9081
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m261:D,8983
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m261:Y,8983
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNI1M3L:A,11564
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNI1M3L:B,7924
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNI1M3L:C,7752
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNI1M3L:Y,7752
SID_BRIDGE_0/reg.HRDATA[4]:CLK,11636
SID_BRIDGE_0/reg.HRDATA[4]:D,1359
SID_BRIDGE_0/reg.HRDATA[4]:Q,11636
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/rshift[4]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/rshift[4]:CLK,10349
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/rshift[4]:D,9107
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/rshift[4]:Q,10349
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_ahb_41[4]:A,8061
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_ahb_41[4]:B,729
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_ahb_41[4]:C,-1095
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_ahb_41[4]:Y,-1095
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr_read46_2:A,5960
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr_read46_2:B,5858
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr_read46_2:C,5807
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr_read46_2:Y,5807
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_0_RNIMEEV:A,6152
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_0_RNIMEEV:B,6880
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_0_RNIMEEV:C,6661
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_0_RNIMEEV:D,5298
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/un1_hready_m_xhdl340_1_0_0_RNIMEEV:Y,5298
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2_34:A,7966
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2_34:B,7850
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2_34:Y,7850
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_0_I_1:A,10381
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_0_I_1:B,10349
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_0_I_1:C,10300
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_0_I_1:D,9930
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_0_I_1:FCO,9930
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/B_SIZE_ahb_RNO[1]:A,8870
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/B_SIZE_ahb_RNO[1]:B,11654
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/B_SIZE_ahb_RNO[1]:Y,8870
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_189:IPA,
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_233:IPA,
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_233:IPB,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift_RNO[0]:A,11209
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift_RNO[0]:B,10393
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift_RNO[0]:C,8080
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift_RNO[0]:Y,8080
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNISG3L:A,11515
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNISG3L:B,7621
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNISG3L:C,7703
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNISG3L:Y,7621
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read36_1:A,6005
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read36_1:B,5929
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read36_1:Y,5929
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_29:IPA,
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_29:IPB,
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNI2N3L:A,11554
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNI2N3L:B,7917
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNI2N3L:C,7745
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNI2N3L:Y,7745
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m174_a1_0:A,5415
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m174_a1_0:B,4988
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m174_a1_0:C,6773
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m174_a1_0:D,6302
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m174_a1_0:Y,4988
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift[7]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift[7]:CLK,10496
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift[7]:D,8131
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift[7]:Q,10496
