pin,slack
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/actable_shift_56_ss0_0_a2:Y,8058
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_1/FF_4:IPENn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l2.goact28:A,10629
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l2.goact28:B,10539
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l2.goact28:C,9315
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l2.goact28:D,10099
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l2.goact28:Y,9315
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m324_m1_e:A,8129
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m324_m1_e:B,8288
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m324_m1_e:C,7909
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m324_m1_e:D,7841
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m324_m1_e:Y,7841
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/m_shift[7]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/m_shift[7]:CLK,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/m_shift[7]:D,12729
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/m_shift[7]:EN,11263
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/m_shift[7]:Q,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA[1]:A,9335
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA[1]:B,10356
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA[1]:C,8975
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA[1]:D,8856
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA[1]:Y,8856
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/RAS_N31:A,9436
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/RAS_N31:B,9464
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/RAS_N31:C,8957
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/RAS_N31:D,9016
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/RAS_N31:Y,8957
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/byte_en25_RNINQ121_2:A,7944
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/byte_en25_RNINQ121_2:B,9995
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/byte_en25_RNINQ121_2:C,8554
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/byte_en25_RNINQ121_2:D,8611
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/byte_en25_RNINQ121_2:Y,7944
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in[27]:A,9180
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in[27]:B,7989
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in[27]:C,6769
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in[27]:Y,6769
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_data_out_fifo_latch[2]:A,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_data_out_fifo_latch[2]:B,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_data_out_fifo_latch[2]:C,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_data_out_fifo_latch[2]:D,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_data_out_fifo_latch[2]:Y,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[0]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[0]:CLK,10133
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[0]:D,11510
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[0]:Q,10133
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_8:A,7675
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_8:B,7689
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_8:IPA,7675
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_8:IPB,7689
SID_BRIDGE_0/reg.HRDATA[3]:CLK,11570
SID_BRIDGE_0/reg.HRDATA[3]:D,1359
SID_BRIDGE_0/reg.HRDATA[3]:Q,11570
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNIGORS:A,11534
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNIGORS:B,8819
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNIGORS:C,7722
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNIGORS:Y,7722
SID_BRIDGE_0/reg.HRDATA_RNO[6]:A,2501
SID_BRIDGE_0/reg.HRDATA_RNO[6]:B,11646
SID_BRIDGE_0/reg.HRDATA_RNO[6]:C,1359
SID_BRIDGE_0/reg.HRDATA_RNO[6]:D,2232
SID_BRIDGE_0/reg.HRDATA_RNO[6]:Y,1359
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR_RNI0D6S3[5]:A,11378
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR_RNI0D6S3[5]:B,11646
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR_RNI0D6S3[5]:C,4916
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR_RNI0D6S3[5]:D,9784
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR_RNI0D6S3[5]:Y,4916
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr_d[18]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr_d[18]:CLK,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr_d[18]:D,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr_d[18]:Q,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_ahb_41[0]:A,-275
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_ahb_41[0]:B,-385
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_ahb_41[0]:C,-1095
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_ahb_41[0]:Y,-1095
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/rc_shift_28[6]:A,11417
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/rc_shift_28[6]:B,11654
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/rc_shift_28[6]:Y,11417
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/B_SIZE_sdr_d[0]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/B_SIZE_sdr_d[0]:CLK,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/B_SIZE_sdr_d[0]:D,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/B_SIZE_sdr_d[0]:Q,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_1_0[3]:A,8688
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_1_0[3]:B,7207
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_1_0[3]:C,9995
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_1_0[3]:D,7710
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_1_0[3]:Y,7207
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/m46:A,-186
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/m46:B,-105
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/m46:C,-178
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/m46:D,-1215
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/m46:Y,-1215
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/actable_shift_56_m2[3]:A,10602
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/actable_shift_56_m2[3]:B,10157
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/actable_shift_56_m2[3]:C,10133
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/actable_shift_56_m2[3]:Y,10133
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MMUART_0_TXD_PAD/U_IOPAD:D,
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MMUART_0_TXD_PAD/U_IOPAD:E,
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MMUART_0_TXD_PAD/U_IOPAD:PAD,
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState[15]:ALn,10895
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState[15]:CLK,4098
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState[15]:D,6245
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState[15]:Q,4098
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/genblk1.ram/mem_mem_0_1/FF_23:IPENn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr_read41_396_0:A,8224
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr_read41_396_0:B,7015
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr_read41_396_0:C,10156
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr_read41_396_0:D,7854
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr_read41_396_0:Y,7015
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_ahb_RNO[7]:A,8870
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_ahb_RNO[7]:B,11654
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_ahb_RNO[7]:Y,8870
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/actable_shift_RNO[5]:A,10491
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/actable_shift_RNO[5]:B,8170
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/actable_shift_RNO[5]:C,11595
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/actable_shift_RNO[5]:D,10945
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/actable_shift_RNO[5]:Y,8170
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2_14:A,7979
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2_14:B,7866
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2_14:Y,7866
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState_RNO[14]:A,10374
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState_RNO[14]:B,11630
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState_RNO[14]:C,5123
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState_RNO[14]:D,6176
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState_RNO[14]:Y,5123
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_23_0_i_1_0:A,4810
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_23_0_i_1_0:B,562
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_23_0_i_1_0:C,10496
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_23_0_i_1_0:D,5836
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_23_0_i_1_0:Y,562
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l1.prch19:A,9327
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l1.prch19:B,7956
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l1.prch19:C,9190
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l1.prch19:Y,7956
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/m31:A,8756
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/m31:B,8495
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/m31:C,7436
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/m31:Y,7436
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_14:A,7664
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_14:IPA,7664
SID_BRIDGE_0/reg.sid_cs_n:CLK,
SID_BRIDGE_0/reg.sid_cs_n:D,11630
SID_BRIDGE_0/reg.sid_cs_n:EN,10358
SID_BRIDGE_0/reg.sid_cs_n:Q,
SID_BRIDGE_0/reg.sid_cs_n:SLn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/dataout_latch[5]:CLK,12862
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/dataout_latch[5]:D,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/dataout_latch[5]:EN,10411
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/dataout_latch[5]:Q,12862
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/actable_shift[11]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/actable_shift[11]:CLK,10496
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/actable_shift[11]:D,9079
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/actable_shift[11]:Q,10496
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift[2]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift[2]:CLK,10453
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift[2]:D,8080
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift[2]:Q,10453
SA_obuf[6]/U0/U_IOPAD:D,
SA_obuf[6]/U0/U_IOPAD:E,
SA_obuf[6]/U0/U_IOPAD:PAD,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_1/FF_0:IPCLKn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr_d[0]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr_d[0]:CLK,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr_d[0]:D,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr_d[0]:Q,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_ahb_RNO[17]:A,8870
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_ahb_RNO[17]:B,11654
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_ahb_RNO[17]:Y,8870
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command[18]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command[18]:CLK,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command[18]:D,562
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command[18]:EN,1404
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command[18]:Q,12753
SID_BRIDGE_0/v.HRDATA_13[7]:A,10594
SID_BRIDGE_0/v.HRDATA_13[7]:B,
SID_BRIDGE_0/v.HRDATA_13[7]:C,1359
SID_BRIDGE_0/v.HRDATA_13[7]:D,10208
SID_BRIDGE_0/v.HRDATA_13[7]:Y,1359
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_0/CFG_3:IPC,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr4_read_46:A,9187
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr4_read_46:B,9048
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr4_read_46:C,7889
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr4_read_46:D,7854
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr4_read_46:Y,7854
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m154:A,10399
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m154:B,10340
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m154:C,9169
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m154:D,8061
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m154:Y,8061
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_193:IPA,
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_193:IPB,
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_193:IPC,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_0/CFG_32:C,12779
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_0/CFG_32:IPC,12779
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_142:IPB,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_2061_i_1:A,5960
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_2061_i_1:B,4655
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_2061_i_1:C,10393
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_2061_i_1:Y,4655
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr1_read_43_3:A,6782
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr1_read_43_3:B,6747
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr1_read_43_3:Y,6747
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/RADDR_reg[8]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/RADDR_reg[8]:CLK,11654
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/RADDR_reg[8]:D,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/RADDR_reg[8]:Q,11654
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr1_wr_38_1:A,6819
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr1_wr_38_1:B,6719
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr1_wr_38_1:Y,6719
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_207:IPA,
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_207:IPB,
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_133:IPA,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/rdGrayCounter/cntGray[1]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/rdGrayCounter/cntGray[1]:CLK,10678
